id,label
5861,"23,24,38,71"
5862,"10,40,44,145"
5863,"3,4,19"
5864,"40,145,402"
5865,"40,184,185"
5866,"23,38"
5867,"10,220"
5868,"10,64"
5869,"3,40"
5870,"3,21,33"
5871,"169,170,199,223,311,337,426"
5872,"40,145,181"
5873,"10,40,44,72,145"
5874,"0,3"
5875,"40,131"
5876,"169,199"
5877,"23,31,32"
5878,0
5879,"3,21,40,139"
5880,"40,160"
5881,"3,21,48"
5882,"40,131,134"
5883,"169,170,199,259,311,426"
5884,"23,38"
5885,"0,255,271"
5886,"10,220,242"
5887,"10,40,44,72,145"
5888,"23,24,49"
5889,"40,162,163"
5890,"10,23,54"
5891,"3,40,128,145,194"
5892,"0,271,366"
5893,"3,21"
5894,"169,170,199,323"
5895,"0,265"
5896,"3,21,40,139"
5897,"3,4,435"
5898,3
5899,"169,296,306"
5900,"40,131"
5901,"40,135,431"
5902,"40,135"
5903,"10,40,145"
5904,"23,38,74"
5905,"3,147,148"
5906,"3,51"
5907,"40,41,128,186,324"
5908,"169,170"
5909,"10,64,93"
5910,"0,211,212,216"
5911,"40,135,138"
5912,"10,40,54,145"
5913,"40,139"
5914,"0,8,308"
5915,"23,24,25"
5916,"40,131"
5917,"40,131"
5918,"23,31"
5919,"3,120,147"
5920,"23,24,62"
5921,"40,184,368"
5922,"0,216"
5923,"23,24,43"
5924,"0,218"
5925,"3,17"
5926,"10,64,448"
5927,"3,40"
5928,"3,30"
5929,"3,4,435"
5930,"23,24,49"
5931,"10,11,23,24,40,44,145"
5932,"10,64,93"
5933,"169,296"
5934,"3,30"
5935,"169,170,436"
5936,"0,218,255"
5937,"40,145"
5938,"10,23"
5939,"40,160"
5940,"0,211,212,216"
5941,"10,40,64,145,448,524"
5942,"3,4"
5943,"10,23,105,220,326"
5944,"3,4,111"
5945,"3,30"
5946,"23,74,118"
5947,"0,8,308"
5948,"10,220"
5949,"0,208"
5950,"40,145,402"
5951,"0,271"
5952,"23,26,231"
5953,"3,21"
5954,"40,41,149"
5955,"40,135,138"
5956,"3,120,147,225"
5957,"3,30,66"
5958,"3,35,36"
5959,"169,170,199,426"
5960,"40,139"
5961,"3,111,169"
5962,"3,21"
5963,"169,296"
5964,"3,147,148"
5965,"0,218"
5966,"40,131"
5967,"23,24,345"
5968,"3,111"
5969,"169,170,436"
5970,"23,24,38"
5971,"169,170,426,508"
5972,"23,24,43"
5973,"0,8,206"
5974,"3,21,187"
5975,"23,24,38,71"
5976,"40,135,431"
5977,"10,220"
5978,"3,34,447"
5979,"10,64,448"
5980,"0,8"
5981,"0,265"
5982,0
5983,"10,11,40,44,69,145"
5984,"23,38"
5985,"3,4,435"
5986,"40,41,139"
5987,0
5988,"23,26,231"
5989,"3,21"
5990,"169,170"
5991,"0,265"
5992,"0,211,212,216"
5993,"10,23,105,220,326"
5994,"40,131"
5995,"10,40,64,145,448"
5996,"3,4,435"
5997,"10,220"
5998,3
5999,"23,40"
6000,"40,145,181"
6001,"3,111,120"
6002,0
6003,"0,213"
6004,"23,24,38"
6005,"169,170,199,323"
6006,"40,131,241"
6007,"3,21"
6008,"3,21,187"
6009,"3,21,187"
6010,"10,64,338"
6011,"3,5"
6012,"10,64,473"
6013,"40,145"
6014,3
6015,"3,21,182"
6016,"0,255,271"
6017,"10,40,64,145,448"
6018,"0,218"
6019,"3,111"
6020,"23,24,43"
6021,"0,213,252,265"
6022,"0,8,206"
6023,"3,21"
6024,"0,8,206"
6025,"10,40,44,72,145"
6026,"3,21"
6027,"0,8,235"
6028,"3,21,33,147"
6029,"40,131"
6030,"3,21"
6031,"23,74,118"
6032,"0,255,271,280"
6033,"40,145"
6034,"3,40"
6035,"40,135,138"
6036,"40,145"
6037,"169,199,382"
6038,"23,26,231"
6039,"3,4,435"
6040,"40,41,324"
6041,"23,24,38"
6042,"3,111"
6043,"40,135,138"
6044,0
6045,"40,131"
6046,"0,265"
6047,"23,24,43"
6048,"23,24,62"
6049,"23,38"
6050,"23,38"
6051,"40,128,175"
6052,10
6053,"40,135,139"
6054,"40,184,494"
6055,"3,17"
6056,"3,21,34,187"
6057,0
6058,40
6059,"23,26,38"
6060,"40,184"
6061,"3,40,111"
6062,"40,131,241"
6063,"3,21,115"
6064,"23,74,118"
6065,"23,24,62"
6066,"3,21,147,148"
6067,"23,38"
6068,"23,40,184"
6069,0
6070,"3,4,435"
6071,"3,5"
6072,"0,218"
6073,"169,296,306"
6074,"3,53"
6075,"40,160"
6076,"10,40,44,145"
6077,"0,271"
6078,"40,131,241"
6079,"23,24,40,43,145,181"
6080,"23,26,231"
6081,"0,40,128,145,194"
6082,"0,216"
6083,"0,169,170"
6084,"23,26,231"
6085,"3,10,60"
6086,"40,160"
6087,"23,74"
6088,"23,24,49"
6089,"23,24,43"
6090,"10,64,93"
6091,"10,64"
6092,"169,170,199,323"
6093,"40,128,129"
6094,"40,145,478"
6095,"23,26,231"
6096,"3,21"
6097,"0,313"
6098,"3,4,435"
6099,"10,64,93"
6100,"0,8,206"
6101,"40,162,163"
6102,"10,40,64,145"
6103,"0,271"
6104,"169,170,199"
6105,"169,296,426"
6106,"0,208"
6107,"40,184,494"
6108,"10,40,44,72,145"
6109,"3,4,435"
6110,"10,40,44,72,145"
6111,"23,105"
6112,"40,139"
6113,"169,170,199,323"
6114,"10,220"
6115,"169,170,199"
6116,0
6117,"0,265"
6118,23
6119,"10,11,205"
6120,"0,8,206"
6121,"10,40,44,54,145"
6122,"3,53"
6123,"40,128,175"
6124,"3,21,187"
6125,"0,213"
6126,"3,5"
6127,"3,21"
6128,"40,41,128,186,324"
6129,10
6130,"3,21"
6131,"3,17"
6132,"3,21"
6133,"0,288"
6134,"10,64,338"
6135,"3,21,147,148"
6136,"10,11,40,44,145"
6137,"3,30"
6138,"40,128,145,194"
6139,"3,21"
6140,"3,5,21"
6141,"40,145"
6142,"10,64,93"
6143,"10,64,473"
6144,"23,38,264"
6145,"40,41,224"
6146,"10,40,44,145"
6147,"0,218"
6148,"3,34,447"
6149,"10,23,24,43,64,338"
6150,"3,21"
6151,"169,170,199,296,311,337,426"
6152,"169,170,199,259,311,426"
6153,"169,170,329"
6154,"23,31"
6155,"10,220,242"
6156,"40,145"
6157,"23,24,38,71"
6158,"10,54,322"
6159,"40,131"
6160,"0,313,346"
6161,"3,34"
6162,"40,184"
6163,"169,170"
6164,"169,170,436"
6165,"10,40,44,145"
6166,"169,170"
6167,"10,220"
6168,"40,145,402"
6169,"0,169,337"
6170,"3,4,19"
6171,"169,296,306"
6172,"40,41,201"
6173,"40,145,169,170,181,199,323"
6174,"3,53"
6175,"3,111,120"
6176,"40,41,324"
6177,"10,40"
6178,3
6179,"40,145"
6180,"40,41,324"
6181,"23,105,326"
6182,"23,26,231"
6183,"169,426,508"
6184,"0,23,26,231"
6185,"3,21,34,187"
6186,"3,17"
6187,"0,265"
6188,"23,24,40,43,145,181"
6189,"23,74,118"
6190,"23,26,231"
6191,"40,128,175"
6192,"169,170,199,223,311,337,426"
6193,"23,38"
6194,"23,24,38,71"
6195,"23,105"
6196,"3,147"
6197,"3,21"
6198,"23,74,118"
6199,"23,24,43"
6200,"40,139"
6201,"10,64,93"
6202,"169,170,199,223,311,337,426"
6203,"10,23"
6204,"40,41,324"
6205,"23,26,38,231"
6206,"10,64,448"
6207,"40,139"
6208,"0,216,370"
6209,"3,40"
6210,"0,8,235"
6211,"3,21"
6212,"40,184,185"
6213,"23,26,231"
6214,"3,15,16"
6215,"10,40,44,72,145"
6216,0
6217,"10,60"
6218,"23,24,43"
6219,"40,131,159"
6220,"10,220"
6221,"0,271,366"
6222,"3,111"
6223,"40,131"
6224,"0,10,64"
6225,"10,220"
6226,"10,220"
6227,"10,64,473"
6228,"23,38"
6229,"3,21,187"
6230,"0,216"
6231,"0,265,276"
6232,"3,21"
6233,"0,213,271"
6234,"169,296"
6235,"169,170"
6236,"3,21"
6237,"0,313,346"
6238,"23,38"
6239,"23,24,62"
6240,"169,170,171,199"
6241,"40,184,368"
6242,"3,120"
6243,"3,21"
6244,"169,170,171,199"
6245,"23,38,309"
6246,"169,170,199,323"
6247,"3,21"
6248,"169,170,199,274,311,337,426"
6249,"40,145,402"
6250,40
6251,"0,216"
6252,"3,21"
6253,"23,31,258"
6254,"10,40,145"
6255,"169,296"
6256,"40,135,138"
6257,"0,255"
6258,"10,23,64"
6259,"0,313,346"
6260,"10,23,105,220"
6261,"40,184,185"
6262,"0,216"
6263,"23,40,74,135,139"
6264,"169,170"
6265,"10,64,93"
6266,3
6267,"3,21,187"
6268,"3,30"
6269,"3,21"
6270,"40,184,185"
6271,"3,21,169,187"
6272,"3,147,148"
6273,"3,21,33"
6274,"10,11,23,24,40,44,62,145"
6275,"3,4"
6276,"0,271"
6277,"10,11,40,44,145"
6278,"23,24"
6279,"3,17"
6280,"0,271"
6281,"3,4"
6282,"3,4"
6283,"40,41,324"
6284,"3,4,435"
6285,"3,4,111"
6286,"0,255,271,280,348"
6287,"10,64,93"
6288,"169,170,171,199"
6289,"40,41,286"
6290,"23,31,32"
6291,"40,131"
6292,"23,24,49"
6293,"3,21,34,187"
6294,3
6295,"10,23,26,231"
6296,0
6297,"0,8,206"
6298,"40,41,135"
6299,"10,40"
6300,"40,131,159"
6301,"169,199,311,426"
6302,"0,8,206"
6303,"23,31"
6304,"0,218,271"
6305,"23,24,62"
6306,"169,170,436"
6307,"23,24,345"
6308,"10,54"
6309,"3,40,41"
6310,"23,24,43"
6311,"10,40,44,72,145"
6312,"23,24,49"
6313,"23,38"
6314,"10,11,40,44,145"
6315,"23,74,118"
6316,"3,85"
6317,"10,40,145"
6318,"10,64,448"
6319,"10,64"
6320,"0,255"
6321,"23,24,40,43,145,169,170,181,199,323"
6322,"10,64,338"
6323,"10,11,40,44,67,145"
6324,"169,170,199,223,311,337,426"
6325,"40,128,129"
6326,"169,170,199,259,311,426"
6327,"3,111"
6328,"169,170,171,199"
6329,"10,220,242"
6330,"40,139"
6331,"3,4"
6332,"23,31,32"
6333,"10,60,239"
6334,"10,40,54,145"
6335,"23,38,82"
6336,"3,23"
6337,"3,40,128,145,194"
6338,"3,15,16"
6339,"23,26,231"
6340,"3,85"
6341,"3,13"
6342,"23,38,40,264"
6343,"40,145,181"
6344,0
6345,"0,8,206"
6346,"40,145"
6347,"10,220"
6348,0
6349,"3,111"
6350,"23,74,169,170,199,307"
6351,"40,41,324"
6352,"0,10,11,205"
6353,"0,218"
6354,"3,21"
6355,"10,54"
6356,"3,34,40"
6357,"23,31,96,258"
6358,"3,4,435"
6359,"23,74"
6360,"40,128,145,194"
6361,"169,170,199,274,296,311,337,426"
6362,"23,24,43"
6363,"40,41,224"
6364,"3,21,147,148"
6365,"10,23,54,322"
6366,"40,128,129"
6367,"23,31,169,426,508"
6368,"10,54"
6369,"3,40,41"
6370,"10,11"
6371,"23,24,62"
6372,"0,211,212,216"
6373,"3,21"
6374,"10,220"
6375,"40,131"
6376,"3,21,187"
6377,"23,24,40"
6378,"40,184,185"
6379,"3,21"
6380,"10,11,205"
6381,"0,271"
6382,"0,218"
6383,"10,220"
6384,"40,41,42"
6385,"23,24,62"
6386,"0,8"
6387,"169,170,199,259,311,426"
6388,"0,8,206"
6389,"3,53,147,148"
6390,"23,74,165"
6391,"10,220,242"
6392,"23,38"
6393,"3,34,40"
6394,"40,145"
6395,"0,216,370"
6396,"40,184"
6397,"169,199,311,426"
6398,"0,255,271,280,348"
6399,"10,220"
6400,"3,51"
6401,"0,208,265"
6402,"169,199"
6403,"3,85"
6404,"23,24,43"
6405,"10,220"
6406,"0,8,206"
6407,"40,145,146"
6408,"0,3"
6409,"0,265"
6410,"3,21"
6411,"0,271"
6412,"3,15,16"
6413,"10,40,54"
6414,"0,277"
6415,"3,4,238,435"
6416,"3,4,435"
6417,"40,128,175"
6418,"169,170,171,199"
6419,"40,131"
6420,"40,135,138"
6421,"3,4,435"
6422,"3,40"
6423,"169,170,199,323"
6424,"10,64,448"
6425,"3,13"
6426,"0,8,235"
6427,"40,145"
6428,"3,53,523"
6429,"40,131"
6430,"0,8"
6431,"169,170"
6432,"10,11,205"
6433,"10,60,239"
6434,"23,38"
6435,"40,184,185"
6436,"23,38"
6437,"40,184,368"
6438,"3,21,33"
6439,"3,17,168"
6440,"40,131,159"
6441,"23,26,231"
6442,"169,170,199,223,311,337,426"
6443,"23,38"
6444,"10,64,93"
6445,"3,4,435"
6446,"40,184,185"
6447,"3,4,19"
6448,"3,40"
6449,"3,21"
6450,"23,38,169"
6451,"40,135,139"
6452,"23,38"
6453,"0,8,206"
6454,"40,145"
6455,"23,38,264"
6456,"23,38,82"
6457,"40,128,145,194"
6458,"23,24,49"
6459,"169,170"
6460,"10,64,448"
6461,"0,313"
6462,"10,220"
6463,"3,53"
6464,"23,31,32"
6465,"3,21,115"
6466,"40,145,169,170,181,199,323"
6467,"0,255,271"
6468,"10,40,64,145"
6469,"40,139"
6470,"0,229"
6471,"3,23"
6472,"23,24,43"
6473,"3,53,111"
6474,"3,53,523"
6475,"40,131"
6476,"3,21,111"
6477,0
6478,"0,216"
6479,"3,21"
6480,"0,288"
6481,40
6482,"169,296"
6483,"40,41,149"
6484,"23,31"
6485,"0,216"
6486,"0,216"
6487,"3,53"
6488,"40,131,134"
6489,"40,131,241"
6490,"3,111"
6491,"0,218,265"
6492,"169,170"
6493,"40,100"
6494,"10,64,93"
6495,"169,296,306"
6496,"10,64"
6497,"169,170"
6498,"0,8,206"
6499,169
6500,"23,24,38,71"
6501,"3,111"
6502,"0,8,206"
6503,"40,145"
6504,"10,220"
6505,"10,64,90"
6506,0
6507,"3,21"
6508,"23,24,62"
6509,"40,128,129"
6510,"40,145"
6511,"3,21,182"
6512,"169,170"
6513,"169,337"
6514,"10,40,44,145"
6515,"10,220"
6516,"10,54"
6517,"40,145"
6518,"10,11,205"
6519,"3,23"
6520,"40,131"
6521,"40,145"
6522,"3,53,523"
6523,"3,4,435"
6524,"23,38"
6525,"169,170,171,199"
6526,"169,199"
6527,"40,160"
6528,"3,21"
6529,"40,131"
6530,"169,170,199,311,337"
6531,"40,145"
6532,"23,38"
6533,"3,4,435"
6534,"40,135,431"
6535,"23,105"
6536,"3,111"
6537,"3,111"
6538,"3,21"
6539,"40,128,129"
6540,"40,145,402"
6541,"0,8"
6542,"169,170"
6543,0
6544,"3,21"
6545,"23,38,309"
6546,"10,64,338"
6547,"40,41,160"
6548,"40,41,160,315,324"
6549,"40,41,128,186,324"
6550,"40,131"
6551,"0,271"
6552,"0,216,370"
6553,"10,64,473"
6554,"10,23,105,220,326"
6555,"3,111"
6556,"10,11,205"
6557,"169,170,171,199"
6558,"23,31,32"
6559,"169,296,306"
6560,"40,135,431"
6561,"10,54,322"
6562,"23,24,38,71"
6563,"23,24,62"
6564,"23,24,38,71"
6565,"23,24,38,71"
6566,"40,131,139"
6567,"3,21,187"
6568,"3,17"
6569,"169,199,426"
6570,0
6571,"0,8,235"
6572,"23,38"
6573,"0,23,26"
6574,"23,24"
6575,"40,139"
6576,"169,337"
6577,"10,40,44,72,145"
6578,"0,271"
6579,"40,135,431"
6580,"23,38,264"
6581,"0,23,24,49,265"
6582,"40,131"
6583,"40,41"
6584,"40,184,494"
6585,"23,38,137"
6586,"3,15,16"
6587,"23,24,43"
6588,"23,40"
6589,"169,170,199,223,311,337,426"
6590,"23,26,231"
6591,"40,139"
6592,"40,131,139"
6593,"10,220"
6594,"10,40,54,145"
6595,"23,38"
6596,3
6597,"3,35"
6598,"3,4,435"
6599,"10,220"
6600,"23,38"
6601,"10,11,40,44,145"
6602,"3,21"
6603,"10,64,448"
6604,"40,41,224"
6605,"3,21"
6606,"3,53,523"
6607,"40,135,431"
6608,"23,31"
6609,"10,64,93,473"
6610,"3,147,148"
6611,"0,271,288"
6612,23
6613,"10,11,205"
6614,"169,170"
6615,"40,135,138"
6616,"3,4,435"
6617,"40,131,241"
6618,"40,162,163"
6619,"3,21,187"
6620,"3,21"
6621,"40,145"
6622,0
6623,"0,8,206"
6624,"40,41"
6625,"10,40,44,72,145"
6626,"40,135,138"
6627,"3,13"
6628,"10,23,105,220,326"
6629,"3,5"
6630,"0,218"
6631,"0,255"
6632,"3,21,187"
6633,0
6634,"0,271"
6635,"23,38"
6636,"0,8,308"
6637,"3,4,15,17"
6638,"0,8,308"
6639,"10,64,448"
6640,"3,40"
6641,"0,271"
6642,"169,199"
6643,"23,38,137"
6644,"3,34"
6645,"23,26,231"
6646,"23,38,264"
6647,"169,170,171,199"
6648,40
6649,"3,4,435"
6650,"23,24"
6651,"10,40,64,145"
6652,"40,41,224"
6653,"23,38,82"
6654,"40,41,201"
6655,"3,21"
6656,"40,135"
6657,"23,38"
6658,"169,170,199,311,337,426"
6659,"3,21,187"
6660,"10,23,105,220,326"
6661,"23,24,43"
6662,"40,145,402"
6663,"40,145"
6664,"40,145,493"
6665,"3,120,147"
6666,"0,313"
6667,"3,53"
6668,"40,131"
6669,"23,38"
6670,"40,145,181"
6671,"23,38"
6672,"0,8"
6673,"10,23,54,322"
6674,"0,208"
6675,"10,23,31,54"
6676,"10,64,93"
6677,"169,170,199"
6678,"40,128"
6679,"0,8,206"
6680,0
6681,"10,23,38,64"
6682,"3,40"
6683,"10,40,64,145,448"
6684,"3,21"
6685,"40,135,138"
6686,"40,160"
6687,"169,296"
6688,"0,216,370"
6689,"0,271"
6690,"40,145"
6691,"40,131"
6692,"40,135,431"
6693,"3,21,33"
6694,"0,255,271,280"
6695,"3,147,148"
6696,"169,296"
6697,"3,111"
6698,"40,131,241"
6699,"3,21"
6700,"3,21,111"
6701,"10,40,44,72,145"
6702,"40,139"
6703,"10,220"
6704,3
6705,"23,38"
6706,"3,13,111"
6707,"23,105"
6708,"3,53,523"
6709,"40,145,181"
6710,"0,313,346"
6711,"40,145,181"
6712,"3,21"
6713,"169,170,436"
6714,"23,38,137"
6715,"169,170,199,259,311,426"
6716,"10,220"
6717,"23,24,43"
6718,"0,8,391"
6719,"0,8,308"
6720,"23,38"
6721,"23,38,264"
6722,"10,40,54,145"
6723,"23,38"
6724,"10,220"
6725,"40,131,241"
6726,"169,170,199"
6727,"0,218,271"
6728,"3,53,523"
6729,"40,131"
6730,"0,218"
6731,"169,170,171,199"
6732,"3,21,187"
6733,"40,41,201"
6734,"23,24,62"
6735,"23,26,89"
6736,"169,296"
6737,"40,145,402"
6738,"10,23,105,220,326"
6739,"3,111"
6740,"0,8,206"
6741,"40,184"
6742,"10,11,205"
6743,"10,23,105,220,326"
6744,"0,8,206"
6745,"3,17"
6746,"3,13"
6747,"40,145,181"
6748,"3,34,447"
6749,"23,74"
6750,"3,4,435"
6751,"0,288"
6752,"3,21,187"
6753,"3,21"
6754,"40,131"
6755,"169,296"
6756,"10,220,242"
6757,"40,135,139"
6758,"3,4,435"
6759,"3,35"
6760,"23,26,89"
6761,"10,64"
6762,"3,34"
6763,"23,26,231"
6764,"3,30"
6765,"3,111"
6766,"0,271"
6767,"10,40,44,145"
6768,"10,220"
6769,"169,199"
6770,"169,170,436"
6771,0
6772,"23,74,118"
6773,"40,131,159"
6774,"3,21"
6775,"3,4,19"
6776,"3,17"
6777,"169,296,306"
6778,"40,128,129"
6779,"0,23"
6780,"3,21"
6781,"40,131"
6782,"23,74"
6783,"169,170,199,259,311,426"
6784,"10,23,38,40,145,264"
6785,"0,313"
6786,"10,11,40,44,67,145"
6787,"40,131"
6788,"10,60,239"
6789,"23,31"
6790,"0,8,206"
6791,"10,54,322"
6792,"0,8,235"
6793,"0,23,105"
6794,"10,60,239"
6795,"0,271"
6796,"40,135,431"
6797,"23,24,43"
6798,"169,199"
6799,"3,4,435"
6800,"3,4,435"
6801,"23,24,38,71"
6802,"3,21,111"
6803,"0,213,271"
6804,"10,64"
6805,"169,199,382"
6806,"23,24,25"
6807,"169,337"
6808,"169,170,199,274,311,337,426"
6809,"3,4,435"
6810,"0,255,271,280"
6811,"40,139"
6812,"3,21"
6813,"3,21,169,187"
6814,"3,4,19"
6815,"10,40,44,72,145"
6816,"40,160"
6817,"40,145"
6818,"3,111"
6819,"3,21,33"
6820,"0,255,271,280"
6821,"0,218"
6822,"40,128,175"
6823,40
6824,"0,271"
6825,"10,64,448"
6826,"40,135,431"
6827,"40,131"
6828,"0,213"
6829,"23,24"
6830,"23,31,32"
6831,"40,145,181"
6832,"169,426,508"
6833,"3,21"
6834,"3,53,523"
6835,"40,135"
6836,"3,4,19"
6837,"40,145"
6838,"40,131"
6839,"23,40"
6840,"10,220"
6841,"169,170,199,274,311,337,426"
6842,"23,24,38,71"
6843,"23,38"
6844,"40,41,286"
6845,"0,271"
6846,"40,145,402"
6847,"3,21,187"
6848,"0,218"
6849,"23,24,43"
6850,"40,160"
6851,23
6852,"10,54,64"
6853,"40,145,493"
6854,"23,24,38,71"
6855,40
6856,"23,38,137"
6857,"3,15,16"
6858,"0,8,206"
6859,0
6860,"169,170,436"
6861,"169,170,436"
6862,"3,35,36"
6863,"10,40,44,145"
6864,"10,64"
6865,"40,162,163"
6866,"169,170,199,274,311,337,426"
6867,"10,60"
6868,"0,271"
6869,"10,64,338"
6870,"3,120"
6871,"40,131,159"
6872,"40,131"
6873,"10,54,64"
6874,"0,218,255"
6875,"0,265"
6876,"169,170,199,259,311,426"
6877,"23,26,89"
6878,"169,170"
6879,"3,21"
6880,"0,8,206"
6881,0
6882,"169,199"
6883,"169,170,199,323"
6884,0
6885,"169,296"
6886,"40,169,199"
6887,"40,145,181"
6888,"40,41,160,324"
6889,"10,40,54,145"
6890,"0,271"
6891,"23,105"
6892,"23,26,231"
6893,"0,213"
6894,"23,38"
6895,"23,24,43"
6896,"0,40,145,208"
6897,"0,265"
6898,"23,105"
6899,"169,296,306"
6900,"23,38"
6901,"10,11,205"
6902,"169,170,199,426"
6903,"10,40,145,220"
6904,"23,38"
6905,"23,26"
6906,"23,74"
6907,"3,53"
6908,"23,74,118"
6909,"40,145"
6910,"0,8"
6911,"3,15,16"
6912,"169,170,171,199"
6913,"40,131"
6914,"0,8,206"
6915,"0,8,206"
6916,"40,41,201"
6917,40
6918,"23,31"
6919,"3,40"
6920,"3,30"
6921,"0,40,145,493"
6922,"3,4,435"
6923,"23,74,118"
6924,"23,38"
6925,"40,131"
6926,"23,38"
6927,"10,220"
6928,"0,213"
6929,"23,40,145,181"
6930,"3,120"
6931,"10,64,448"
6932,"40,41,324"
6933,"169,199"
6934,"10,220,242"
6935,"3,85"
6936,"40,184"
6937,"10,23,54"
6938,"3,111"
6939,"10,40,44,54,145"
6940,"23,74,165"
6941,"0,265"
6942,"10,54"
6943,"169,170,171,199"
6944,"3,4,435"
6945,"23,105"
6946,"169,296"
6947,"0,8"
6948,"3,120,225"
6949,"3,5"
6950,"3,4"
6951,"10,64,93"
6952,"23,24,49"
6953,"169,337"
6954,"0,218"
6955,"10,64,448"
6956,"0,23,105,326"
6957,"3,15"
6958,"23,105,326"
6959,"0,216,370"
6960,"3,4,30"
6961,"169,296"
6962,"40,145"
6963,"3,4,435"
6964,"40,139"
6965,"169,170,199,223,311,337,426"
6966,"0,8,23,308"
6967,"23,38"
6968,"0,271,366"
6969,"10,60,239"
6970,"3,21,111"
6971,"3,21"
6972,"40,184,368"
6973,"23,38,264"
6974,"40,128,184"
6975,"169,170,171,199"
6976,"10,220,242"
6977,0
6978,"3,21"
6979,"0,8,206"
6980,"40,160"
6981,"40,145,493"
6982,"169,170,199,323"
6983,"10,64,473"
6984,"40,41,139"
6985,"40,139"
6986,"23,24,43"
6987,169
6988,"40,160"
6989,"169,170,436"
6990,"169,170,426,508"
6991,169
6992,"40,41,224"
6993,"169,296,306"
6994,"23,38"
6995,"3,4,111"
6996,"3,21,187"
6997,"40,184"
6998,"40,131,134"
6999,"40,131,134"
7000,"10,64,93"
7001,"10,64"
7002,"0,288"
7003,"10,64,93"
7004,"3,34,447"
7005,"40,162,163"
7006,"169,296"
7007,"3,111,123"
7008,"3,111"
7009,"3,4,435"
7010,"3,4,188"
7011,"40,131"
7012,"23,31"
7013,"40,128,175,184"
7014,"0,271"
7015,"23,31,32"
7016,"40,145"
7017,"0,271"
7018,"3,40,139"
7019,"3,21,182"
7020,"23,74,118"
7021,"23,31,169"
7022,"40,41,139"
7023,"10,40,44,72,145"
7024,"23,38,82"
7025,"3,21,182"
7026,"169,296"
7027,"40,145"
7028,"0,218,255"
7029,"10,40,44,145"
7030,"40,41,224"
7031,"3,53"
7032,"3,17"
7033,0
7034,"0,271"
7035,"23,24"
7036,"10,40,44,145"
7037,"3,21,34,187"
7038,"40,184,185"
7039,"10,40,44,72,145"
7040,"40,128,169"
7041,"23,31"
7042,"169,170,199,323"
7043,"10,64,93,473"
7044,"23,24,43"
7045,"40,135,138"
7046,"10,54,55"
7047,"10,54,64,338"
7048,"3,21"
7049,0
7050,"169,170,199,223,311,337,426"
7051,"169,170,199,274,311,337,426"
7052,"23,26,231"
7053,"10,220,242"
7054,"40,41"
7055,"169,170"
7056,"3,10,60"
7057,"0,8,206"
7058,3
7059,"23,38"
7060,"3,21"
7061,"3,4,19"
7062,40
7063,"169,170,199"
7064,"23,26,89"
7065,"169,296"
7066,"0,271"
7067,"10,220"
7068,"169,199"
7069,"0,8,23"
7070,"23,24,345"
7071,"169,296"
7072,"40,128,175"
7073,"40,145"
7074,"10,23,24,49,60"
7075,"10,220,242"
7076,"0,255,271,280,348"
7077,"40,145,402"
7078,"23,24,345"
7079,"169,170"
7080,"3,17,168"
7081,"10,23,38,264"
7082,"40,145,493"
7083,"169,170,171,199"
7084,"0,8,235"
7085,"40,128,145,194"
7086,"23,38,264"
7087,"23,38"
7088,"23,24,43"
7089,"3,21,33"
7090,"3,4,435"
7091,"10,169"
7092,"10,23,64"
7093,"3,21"
7094,"40,139"
7095,"10,40,54"
7096,"40,41,201"
7097,"23,105,326"
7098,"3,21,111"
7099,"23,31,169,296"
7100,"0,313,346"
7101,"23,31,32"
7102,"10,23"
7103,"169,296"
7104,"23,74"
7105,"40,41,128,186,324"
7106,"23,38"
7107,"23,24,49"
7108,"10,40,44,72,145"
7109,"23,38,309"
7110,"10,40,44,72,145"
7111,"23,74,118"
7112,"169,170,199,274,311,337,426"
7113,40
7114,"23,38"
7115,"0,23,26"
7116,"23,31"
7117,"23,24,43"
7118,"10,23,24,54,220,322"
7119,"40,131"
7120,"0,40,128,313"
7121,"10,54"
7122,"0,8,235"
7123,"40,135,138"
7124,"3,21"
7125,"23,31"
7126,"169,170"
7127,"3,21"
7128,"0,40,145,216,370"
7129,"10,64,473"
7130,"3,147,148"
7131,"169,170,199,223,311,337,426"
7132,"10,64,338"
7133,"0,271"
7134,"10,64"
7135,"0,23,26"
7136,"169,170,199,426"
7137,"0,265"
7138,"3,21,182"
7139,"3,111"
7140,"3,21"
7141,"0,8,40"
7142,"23,38,137"
7143,"10,23,105,220,326"
7144,0
7145,"23,26,169"
7146,"23,74"
7147,"0,213,252"
7148,"40,139"
7149,"40,184"
7150,"3,21,187"
7151,"3,21,187"
7152,"40,131,134"
7153,"169,170,199,223,311,337,426"
7154,"0,8,206"
7155,"23,38,264"
7156,"40,41,224"
7157,"3,30"
7158,"3,21,187"
7159,"40,128,175"
7160,"40,41,128,186,324"
7161,"23,31"
7162,"169,170,171,199"
7163,"0,8"
7164,"40,41,139"
7165,"169,170"
7166,"169,311"
7167,"169,199,382"
7168,"3,21"
7169,"169,199"
7170,0
7171,"40,41,324"
7172,"40,41,139,149"
7173,"3,4,435"
7174,"0,8,235"
7175,"3,15,16"
7176,"0,213"
7177,"3,147,148"
7178,"0,255"
7179,"169,170,199,223,311,337,426"
7180,"40,135,138"
7181,"23,38,40,131"
7182,"40,41,128,186,324"
7183,"23,26,231"
7184,"169,296"
7185,"40,145,402"
